Thread[300] incremented global_var -> 0
Thread[300] incremented global_var -> 1
Thread[300] incremented global_var -> 2
Thread[300] incremented global_var -> 3
Thread[300] incremented global_var -> 4
Thread[300] incremented global_var -> 5
Thread[300] incremented global_var -> 6
Thread[300] incremented global_var -> 7
Thread[300] incremented global_var -> 8
Thread[300] incremented global_var -> 9
Thread[300] incremented global_var -> 10
Thread[300] incremented global_var -> 11
Thread[300] incremented global_var -> 12
Thread[300] incremented global_var -> 13
Thread[300] incremented global_var -> 14
Thread[300] incremented global_var -> 15
Thread[300] incremented global_var -> 16
Thread[300] incremented global_var -> 17
Thread[300] incremented global_var -> 18
Thread[300] incremented global_var -> 19
Thread[300] incremented global_var -> 20
Thread[300] incremented global_var -> 21
Thread[300] incremented global_var -> 22
Thread[300] incremented global_var -> 23
Thread[300] incremented global_var -> 24
Thread[300] incremented global_var -> 25
Thread[300] incremented global_var -> 26
Thread[300] incremented global_var -> 27
Thread[300] incremented global_var -> 28
Thread[300] incremented global_var -> 29
Thread[300] incremented global_var -> 30
Thread[300] incremented global_var -> 31
Thread[300] incremented global_var -> 32
Thread[300] incremented global_var -> 33
Thread[300] incremented global_var -> 34
Thread[300] incremented global_var -> 35
Thread[300] incremented global_var -> 36
Thread[300] incremented global_var -> 37
Thread[300] incremented global_var -> 38
Thread[300] incremented global_var -> 39
Thread[300] incremented global_var -> 40
Thread[300] incremented global_var -> 41
Thread[300] incremented global_var -> 42
Thread[500] incremented global_var -> 0  # things get strange here, this is because of CPU stale value or maybe something else
Thread[500] incremented global_var -> 44
Thread[500] incremented global_var -> 45
Thread[500] incremented global_var -> 46
Thread[500] incremented global_var -> 47
Thread[500] incremented global_var -> 48
Thread[500] incremented global_var -> 49
Thread[500] incremented global_var -> 50
Thread[500] incremented global_var -> 51
Thread[500] incremented global_var -> 52
Thread[500] incremented global_var -> 53
Thread[500] incremented global_var -> 54
Thread[500] incremented global_var -> 55
Thread[500] incremented global_var -> 56
Thread[500] incremented global_var -> 57
Thread[500] incremented global_var -> 58
Thread[500] incremented global_var -> 59
Thread[500] incremented global_var -> 60
Thread[500] incremented global_var -> 61
Thread[500] incremented global_var -> 62
Thread[500] incremented global_var -> 63
Thread[500] incremented global_var -> 64
Thread[500] incremented global_var -> 65
Thread[500] incremented global_var -> 66
Thread[500] incremented global_var -> 67
Thread[500] incremented global_var -> 68
Thread[500] incremented global_var -> 69
Thread[500] incremented global_var -> 70
Thread[500] incremented global_var -> 71
Thread[500] incremented global_var -> 72
Thread[500] incremented global_var -> 73
Thread[500] incremented global_var -> 74
Thread[500] incremented global_var -> 75
Thread[500] incremented global_var -> 76
Thread[500] incremented global_var -> 77
Thread[500] incremented global_var -> 78
Thread[500] incremented global_var -> 79
Thread[500] incremented global_var -> 80
Thread[500] incremented global_var -> 81
Thread[500] incremented global_var -> 82
Thread[300] incremented global_var -> 43
Thread[500] incremented global_var -> 83
Thread[300] incremented global_var -> 84
Thread[500] incremented global_var -> 85
Thread[300] incremented global_var -> 86
Thread[500] incremented global_var -> 87
Thread[300] incremented global_var -> 88
Thread[500] incremented global_var -> 89
Thread[300] incremented global_var -> 90
Thread[500] incremented global_var -> 91
Thread[300] incremented global_var -> 92
Thread[500] incremented global_var -> 93
Thread[300] incremented global_var -> 94
Thread[500] incremented global_var -> 95
Thread[300] incremented global_var -> 96
Thread[500] incremented global_var -> 97
Thread[300] incremented global_var -> 98
Thread[500] incremented global_var -> 99
Thread[300] incremented global_var -> 100
